PLAYER,YEAR,TEAM,All-Star,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTÂ Ratio,OREB%,DREB%,REB%,TOÂ Ratio,eFG%,TS%,USG%,PACE,PIE,POSS
D.J. Augustin,2019,ORL,0,32,39,19,20,26,10.7,3.3,8.4,39.3,1.2,3.5,34.6,2.9,3.3,87.7,0.4,2.1,2.4,4.7,1.4,0.7,0,1.1,21.5,0,0,1.3,103.3,102,1.3,28.8,3.41,30,1.4,7.4,4.3,8.8,46.5,54.4,18.2,98.33,11,"2,085"
D.J. Wilson,2019,MIL,0,24,26,24,2,9,3.1,1.2,3,40.5,0.4,1.7,24.4,0.2,0.3,71.4,0.2,1.8,2,0.7,0.5,0,0.2,0.8,6.6,0,0,-0.8,99.6,103.6,-4,11.2,1.5,16.1,2.6,15.9,10,10.7,47.5,48.7,16.2,106.6,7.1,521
DaQuan Jeffries,2019,SAC,0,22,3,0,3,4.1,0.7,0.3,1,33.3,0,0.3,0,0,0,0,0.3,0,0.3,0.3,0,0,0,1,1.6,0,0,1.3,83.3,67.7,15.6,10,0,25,5.6,0,3.3,0,33.3,33.3,9.4,118.16,-4.6,30
Damian Jones,2019,ATL,0,25,44,12,32,16.3,6,2.3,3.4,69.1,0,0.2,28.6,1.3,1.8,71.8,1.4,2.2,3.6,0.6,0.5,0.4,0.8,2.8,14.2,0,0,-4.3,105.6,117.3,-11.7,5.1,1.13,11.2,8.4,14,11.1,9.9,69.8,72,11.9,104.71,7.9,"1,560"
Damian Lillard,2019,POR,1,29,46,21,25,37.1,29,9,19.8,45.6,3.8,9.9,38.5,7.1,8,88.6,0.5,3.9,4.3,7.8,2.9,1,0.3,1.7,46.9,12,1,1.2,113.4,111.9,1.5,33.2,2.67,23.1,1.2,9.3,5.4,8.6,55.3,62.1,29.1,102.05,16.9,"3,628"
Damion Lee,2019,GSW,0,27,33,7,26,27.8,11.5,3.9,9.7,40.2,1.2,3.7,33.6,2.5,2.8,87.1,0.8,4.4,5.2,2.5,1.4,0.9,0.1,2.2,23,3,0,-1.9,103.9,107.3,-3.4,13.4,1.76,16.7,2.7,15.5,8.9,9.5,46.6,52.5,18.2,103.88,8.7,"1,985"
Damyean Dotson,2019,NYK,0,26,42,12,30,17.5,6.8,2.5,6,42.5,1.2,3.4,35.7,0.5,0.7,66.7,0.2,1.7,1.9,1.1,0.5,0.5,0.1,0.9,11.9,0,0,-1.8,102.6,107.7,-5,10,2.53,14.5,1,8.9,4.9,5.8,52.6,53.7,15.7,101.48,8.1,"1,552"
Daniel Gafford,2019,CHI,0,21,32,12,20,12.8,4.8,2.1,3.1,67.7,0,0,0,0.6,1.1,52.8,1.2,1.2,2.4,0.4,0.5,0.3,1.3,1.9,12.6,0,0,-1.6,98.5,104.2,-5.7,5.4,0.93,9.7,8.4,9.2,8.8,10.3,67.7,66.6,13.2,102.68,8.8,878
Daniel Theis,2019,BOS,0,28,43,28,15,22.6,8.1,3.3,6.1,54.5,0.4,1.3,31,1,1.5,69.8,2,4.1,6.2,1.6,0.8,0.7,1.5,3.4,23.6,3,0,2.9,110.8,103.5,7.3,10.3,1.94,17.7,8.6,17.8,13.1,9.1,58,60,14.3,100.27,9.9,"2,018"
Danilo Gallinari,2019,OKC,0,31,41,22,19,30.6,19,5.8,13.3,43.9,3.1,7.4,41.4,4.3,4.7,90.7,0.7,5,5.7,2.4,1.4,0.7,0.1,1.2,30.4,3,0,3.1,115.8,111.7,4.1,11.8,1.73,12.4,2.4,16.4,9.6,7.2,55.4,61.8,23.8,99.22,13.3,"2,600"
Danny Green,2019,LAL,0,33,45,35,10,25.1,8.8,3.2,7.4,42.5,1.9,5.1,37.8,0.6,0.8,70.3,0.7,2.8,3.5,1.3,0.9,1.3,0.5,2.2,19.3,0,0,5,113.5,104.7,8.8,6.5,1.49,13,2.8,10.7,6.8,8.8,55.5,56.7,14.1,102.35,7,"2,413"
Dante Exum,2019,CLE,0,24,27,7,20,13.2,4.4,1.6,3.4,46.7,0.4,1.1,34.5,0.9,1.2,75,0.3,1.4,1.7,1.1,0.9,0.3,0.2,1,8.7,0,0,-3.5,94.9,106.2,-11.3,12.9,1.21,18.1,1.8,10.1,6,15,52.2,56.6,15.2,100.93,7.6,746
Danuel House Jr.,2019,HOU,0,27,41,25,16,30.4,10.2,3.5,8.3,42.1,2,5.4,36.7,1.2,1.6,76.1,1,3.2,4.2,1.3,1,1,0.6,2.2,20.9,1,0,2.9,113,108.5,4.5,5.5,1.3,11.3,3,9.7,6.3,8.7,54,56.6,13.2,105.36,6.4,"2,729"
Dario Saric,2019,PHX,0,26,47,20,27,25.2,9.8,3.7,8.3,44.2,1.2,3.9,31.4,1.2,1.4,85.3,1.6,4.5,6.1,1.9,1.3,0.6,0.3,2.3,21.4,8,0,-1,109.6,111.2,-1.5,10.4,1.53,15.9,5.9,17.9,11.8,10.4,51.7,54.9,16.6,102.99,9.1,"2,539"
Darius Bazley,2019,OKC,0,20,49,29,20,17.6,4.6,1.7,4.4,38.7,0.6,2,30.2,0.6,0.9,66.7,0.4,3.4,3.8,0.6,0.8,0.3,0.7,0.9,12.4,0,0,-1.2,98.5,101.7,-3.2,4.7,0.72,9.2,2.1,17.5,10.2,12.8,45.4,47.8,13.7,102.07,7.7,"1,828"
Darius Garland,2019,CLE,0,20,48,13,35,30.2,12.3,4.6,11.8,39.4,1.8,5.2,35.1,1.2,1.4,86.2,0.4,1.5,2,3.7,2.6,0.8,0,1.5,19.7,1,0,-5.5,103.8,113.7,-9.8,17.8,1.39,19.6,1.4,5,3.1,14.2,47.1,49.5,20.7,100.42,5.6,"3,048"
Daryl Macon,2019,MIA,0,24,4,4,0,3.5,0.8,0.3,0.8,33.3,0.3,0.5,50,0,0,0,0,0,0,0.3,0.5,0,0,0.3,0.6,0,0,0,78.6,71,7.6,14.3,0.5,16.7,0,0,0,33.3,50,50,16.7,100.43,-2.8,28
David Nwaba,2019,HOU,0,27,20,8,12,13.4,5.2,1.9,3.6,52.1,0.6,1.4,42.9,0.9,1.4,66.7,0.4,1.9,2.3,0.4,0.4,0.6,0.6,1.6,11.6,0,0,1.8,102.1,94.9,7.2,4.6,1,8,2.7,10.9,7.1,8,60.6,62.7,13.9,104.69,9.8,582
Davis Bertans,2019,WAS,0,27,38,12,26,29.2,15,4.8,11.2,43.1,3.6,8.5,42.2,1.7,1.9,87.8,0.8,3.8,4.6,1.7,0.9,0.7,0.7,2.5,26.2,1,0,-0.1,115.4,115.2,0.2,7.7,1.78,11.6,2.5,12.8,7.5,6.5,59,61.9,17.8,105.76,9.1,"2,445"
De'Aaron Fox,2019,SAC,0,22,30,9,21,31.3,19.7,7.3,15.2,47.9,1,3.2,30.2,4.2,6.2,68.3,0.8,3.5,4.2,7.1,3.3,1.6,0.5,3,38.7,6,0,-2.1,109.7,112.7,-3.1,35.4,2.16,25.1,2.4,11,6.6,11.6,51.1,55.1,28.6,101.72,12.7,"1,992"
De'Andre Hunter,2019,ATL,0,22,48,13,35,31.1,12.3,4.5,11,41.1,1.6,4.8,33.3,1.7,2.2,76.6,0.5,3.3,3.8,1.8,1.6,0.6,0.3,2.8,20.7,1,0,-4.6,105.6,112.3,-6.6,8.5,1.14,11.9,1.5,10,5.7,10.4,48.3,51.5,17.8,103.82,5.6,"3,225"
De'Anthony Melton,2019,MEM,0,22,35,17,18,17.9,8.1,2.9,6.2,47.5,0.6,1.8,32.3,1.7,1.9,86.6,0.7,3.1,3.8,3.1,1.5,1.3,0.3,1.8,20.6,0,0,3.5,113.6,104.3,9.3,22,2.02,26.5,3.9,15.9,10,13.1,52.1,57.6,19.1,106.34,11.8,"1,385"
DeAndre Jordan,2019,BKN,0,31,38,17,21,21,7.9,3.2,4.9,65.9,0,0,0,1.4,2.1,67.9,2.3,7.3,9.7,2,1.3,0.4,1,2,25.4,7,0,-2.6,98.4,104.6,-6.1,14.8,1.56,21.8,10.1,29.7,20.2,14,65.9,67.8,13.6,104.55,17.9,"1,740"
DeAndre' Bembry,2019,ATL,0,25,43,10,33,21.3,5.8,2.4,5.3,45.6,0.3,1.5,23.1,0.6,1.1,54.2,0.8,2.7,3.5,1.9,1.4,1.3,0.4,2,16.6,2,0,-6,98.9,110.6,-11.8,13,1.35,20.7,3.4,12.3,7.7,15.3,48.9,50,13.7,105.69,6.9,"2,006"
DeMar DeRozan,2019,SAS,0,30,47,21,26,34.4,23,8.5,15.9,53.5,0.2,0.6,27.6,5.8,6.9,84.5,0.7,5.1,5.7,5.2,2.5,1,0.3,2.8,38.9,4,0,-2.4,111,113.7,-2.8,24.5,2.08,19.5,1.9,14.1,8.2,9.4,54.1,60.8,26.8,100.4,14.2,"3,372"
DeMarre Carroll,2019,HOU,0,33,15,7,8,9,2.2,0.6,1.9,31,0.2,0.9,23.1,0.8,1.3,60,0.5,1.6,2.1,0.7,0.7,0.1,0.1,1.3,5.9,0,0,1.3,109.7,102.7,6.9,10.1,1.1,18.3,5.3,16.8,11.2,16.7,36.2,43.7,15,103.31,3.1,290
Dean Wade,2019,CLE,0,23,9,1,8,5.6,1.8,0.8,1.1,70,0.2,0.3,66.7,0,0.1,0,0.2,1.4,1.7,0.1,0.3,0.2,0.3,0.8,5.3,0,0,0.3,117.7,115,2.7,2.6,0.33,7.1,3.8,24.1,14,21.4,80,76.6,10.6,108.16,8.8,113
Deandre Ayton,2019,PHX,0,21,17,9,8,32.3,17.9,7.8,14.5,53.8,0,0.1,0,2.2,2.7,82.6,3.6,8.2,11.9,1.9,1.6,0.8,1.4,3.1,39.9,11,0,4.7,111.7,104.6,7.1,8.9,1.19,9.8,11.3,23.6,17.7,8.3,53.8,56.9,22.1,103.78,14.7,"1,186"
Dejounte Murray,2019,SAS,0,23,43,19,24,24.2,10.1,4.2,8.6,48.6,0.5,1.4,35.5,1.2,1.6,77.9,1.2,4.5,5.7,3.9,2.1,1.6,0.3,2.2,26.5,4,0,-3.7,107.6,113,-5.4,23.3,1.87,25.6,4.8,17.9,11.4,13.7,51.6,54.4,20.1,101.59,11.1,"2,180"
Delon Wright,2019,DAL,0,28,45,28,17,20.7,7.3,2.8,5.8,48.3,0.6,1.7,36.4,1.1,1.4,80.3,1.1,2.8,3.9,3.2,0.8,1.2,0.4,1.3,20.6,1,0,0.8,110.1,107.8,2.4,21.5,3.74,30.3,4.9,12.5,8.6,8.1,53.6,57.1,14.4,101.1,12,"1,961"
Dennis Schroder,2019,OKC,0,26,48,28,20,31.2,19,7.1,15,47.4,2.1,5.3,38.7,2.7,3.2,83.2,0.3,3.6,3.9,4.1,2.6,0.6,0.2,2.2,29.7,0,0,4.7,108.9,102.1,6.8,21.9,1.54,17.7,1,10.4,5.9,11.4,54.2,57.7,25.9,101.95,12.1,"3,183"
Dennis Smith Jr.,2019,NYK,0,22,24,3,21,15.4,5.2,2,5.8,33.6,0.5,1.8,30.2,0.7,1.4,50,0.6,1.5,2.1,2.6,1.5,0.5,0.3,2,12.4,0,0,-5.7,94.4,112.1,-17.6,29.2,1.7,24.7,3.5,8.7,6,14.5,38.2,40,21,102.28,3.9,789
Denzel Valentine,2019,CHI,0,26,28,10,18,12,5.8,2.2,5.4,41.3,1.2,3.3,37.4,0.2,0.2,100,0.1,1.7,1.8,1.1,0.7,0.7,0.2,1.2,11.7,0,0,-0.3,99,100.7,-1.7,15.3,1.63,15.3,0.8,14,7.1,9.4,52.7,53.5,21.5,101.48,10.5,712
Deonte Burton,2019,OKC,0,26,30,18,12,8.5,2.7,1.1,3.1,36.6,0.2,1.3,17.9,0.2,0.4,50,0.2,1.1,1.3,0.3,0.3,0.1,0.3,0.9,5.8,0,0,-1.6,94.9,103.3,-8.3,6.2,1.11,8.6,1.8,11.4,6.9,7.8,40.3,41.2,17.8,104.21,3.8,550
Derrick Favors,2019,NOP,0,28,29,13,16,24.3,9.9,4.5,7.2,62.2,0,0.1,25,0.9,1.6,58.7,3.2,6.7,10,1.9,1.2,0.6,1.1,2.3,28.8,13,0,1.3,112.7,110.5,2.2,10.8,1.53,17.3,12.3,25.7,19,11.3,62.4,62.8,15.1,102.73,13.8,"1,512"
Derrick Jones Jr.,2019,MIA,0,23,33,22,11,24,8.4,3,6.4,47.2,0.6,2.5,23.5,1.8,2.2,78.4,0.9,3.2,4.1,0.9,0.7,1,0.7,2.3,19,0,0,-1.9,105.8,109,-3.3,5.6,1.32,9.9,3.6,12.3,8.2,7.5,51.7,56.6,14.1,101.08,7.8,"1,665"
Derrick Rose,2019,DET,0,31,42,15,27,26.7,18.9,7.7,15.4,49.8,0.9,3,31.5,2.6,3,87.2,0.5,2.1,2.6,6,2.5,0.8,0.3,1.1,31.9,4,0,-0.3,111.1,112,-0.9,38,2.37,23.8,2,7.5,4.8,10,52.8,56.4,30,102.18,14.5,"2,389"
Derrick Walton Jr.,2019,DET,0,25,23,14,9,9.6,2.2,0.7,1.6,47.2,0.4,0.9,42.9,0.3,0.4,77.8,0.1,0.6,0.7,1,0.2,0.2,0,0.8,4.7,0,0,0.2,104.4,102.9,1.5,14.1,5.5,33.3,0.8,5.6,3.2,6.1,59.7,62.6,8.1,104.15,5.6,480
Derrick White,2019,SAS,0,25,45,21,24,23.8,9.9,3.4,7.4,46.4,1,2.6,38.3,2.1,2.5,82.3,0.5,2.5,3,3.3,1.2,0.6,0.8,2.1,21.5,0,0,0.8,109.1,107.8,1.2,19.5,2.67,25.3,2.1,9.7,6,9.5,53,58.2,17,103.19,9.4,"2,303"
Devin Booker,2019,PHX,0,23,44,20,24,36,27.1,9.3,18.2,51,2,5.3,36.8,6.5,7.1,91.7,0.5,3.5,4.1,6.4,3.9,0.8,0.3,3.1,40.8,6,0,2.1,113.8,110.8,3,28.8,1.66,20.3,1.5,9.7,5.6,12.2,56.4,63.4,29.2,102.97,14.3,"3,393"
Devon Hall,2019,OKC,0,24,5,3,2,3.9,1,0.2,1,20,0,0.4,0,0.6,0.8,75,0,0.2,0.2,0.6,0.2,0,0,0.2,1.9,0,0,4,134.9,88.4,46.5,17.6,3,27.3,0,4.3,2.5,9.1,20,37,16.7,104.58,2.7,43
Devonte' Graham,2019,CHA,0,25,48,16,32,35.1,18.2,5.7,15.3,37.4,3.6,9.4,37.9,3.2,3.9,81.8,0.8,2.9,3.6,7.6,2.9,0.9,0.3,1.9,34.5,13,0,-3.4,106.8,111.8,-5,35.2,2.6,27.8,2,8.3,5.1,10.7,49,53.5,24.3,98.04,10.9,"3,450"
Dewan Hernandez,2019,TOR,0,23,4,4,0,2.8,1,0.3,1.3,20,0,0.3,0,0.5,0.5,100,0.5,1.3,1.8,0,0.3,0.3,0,1.5,3.6,0,0,0.3,107.7,108,-0.3,0,0,0,20,33.3,28,14.3,20,34,23.3,107.84,0,26
Dewayne Dedmon,2019,ATL,0,30,33,12,21,15.3,5.2,2,4.9,41.1,0.4,2.1,20.6,0.7,0.8,82.1,1.3,3.4,4.7,0.4,1.3,0.4,0.6,2.7,13.2,3,0,-1.4,103,106.4,-3.5,3.5,0.28,5.2,7.9,22.9,15.1,18.7,45.4,48.8,18.3,99.96,5.9,"1,049"
Dillon Brooks,2019,MEM,0,24,48,24,24,28.3,16.3,5.9,13.7,42.7,2.2,5.4,40.4,2.4,2.8,83.8,1,2.4,3.4,2,1.7,1,0.4,3.8,25.7,0,0,-0.6,110,110.3,-0.3,10.4,1.21,11,3.4,7.8,5.6,9.1,50.7,54.4,24.1,103.68,7.1,"2,924"
Dion Waiters,2019,LAL,0,28,3,1,2,14,9.3,3.3,8.7,38.5,2.7,5.7,47.1,0,0.3,0,0,3.7,3.7,1,1,0,0.7,1.7,16.2,0,0,4,115.7,102.2,13.5,12.5,1,9.4,0,20.8,11.6,9.4,53.8,53,29.6,101.55,10.7,89
Domantas Sabonis,2019,IND,1,24,45,29,16,34.4,18,7.2,13.5,53.5,0.2,1,23.9,3.4,4.6,72.6,3.4,9.4,12.8,4.6,2.7,0.8,0.6,3.4,41.5,37,2,4.2,111.1,105.6,5.5,19.8,1.67,20.1,9.8,26.9,18.4,12,54.4,58.1,22.8,98.76,15.3,"3,193"
Donovan Mitchell,2019,UTA,1,23,47,31,16,34.3,24.6,9.1,19.8,45.7,2.4,6.6,36.1,4.1,4.7,86.5,0.7,3.5,4.2,4.3,2.5,1.1,0.2,2.4,37.8,1,0,3.8,112.4,106.4,6,21.4,1.72,15.1,2.2,9.7,6.1,8.8,51.7,56.1,30.4,101.02,13.1,"3,386"
Donte DiVincenzo,2019,MIL,0,23,43,39,4,22.8,9,3.4,7.5,45.8,1.2,3.6,34.4,0.9,1.2,76.9,1,3.7,4.7,2.3,1.2,1.5,0.3,1.7,22.2,0,0,8.5,115,97.6,17.4,13.1,1.94,20,4.1,13.8,9.3,10.3,54,56.3,16.3,106.52,10.5,"2,166"
Dorian Finney-Smith,2019,DAL,0,27,47,29,18,29.4,9,3.2,7,45.9,1.5,4.1,37.7,1.1,1.6,68.5,2.1,3.4,5.5,1.3,0.9,0.7,0.5,2.3,20.2,2,0,3.3,115.9,110.3,5.6,5.9,1.42,13.1,6.8,10.9,8.9,9.2,56.8,58.7,12.4,99.77,6.8,"2,872"
Doug McDermott,2019,IND,0,28,48,31,17,21,10.4,3.9,8.1,48.6,2,4.3,46.1,0.6,0.8,81.1,0.5,2.2,2.7,1.1,0.7,0.1,0.1,1.8,15.3,0,0,2.1,109.4,105.2,4.2,7.5,1.69,11.2,2.1,9.6,6,6.6,60.9,62.1,18.1,101.31,8.9,"2,135"
Dragan Bender,2019,GSW,0,22,7,7,0,13,3.7,1.4,3,47.6,0.6,1.3,44.4,0.3,0.4,66.7,0,2.9,2.9,1.3,0.7,0,0.7,2.3,10.5,0,0,6.3,116.3,94.6,21.7,11.4,1.8,25,0,17.2,10.7,13.9,57.1,58.2,12.6,107.4,6.4,203
Draymond Green,2019,GSW,0,30,36,8,28,29.2,8.4,3,7.8,38.4,0.8,3.1,27,1.6,2.2,75.6,0.6,5.7,6.3,5.9,2.3,1.4,0.8,2.6,29.2,7,2,-5.7,102,111,-9,29.2,2.62,34.9,1.8,19.1,10.2,13.3,43.7,48.4,15.8,102.86,9.8,"2,254"
Drew Eubanks,2019,SAS,0,23,7,5,2,5.5,3,1.3,2,64.3,0,0,0,0.4,0.4,100,0.9,1.4,2.3,0.3,0.6,0,0.1,0.7,6,0,0,-5.1,86.2,133.7,-47.5,11.8,0.5,9.5,13.3,32.3,21.1,19,64.3,68.5,19.4,106.62,12.5,87
Duncan Robinson,2019,MIA,0,26,47,32,15,28.4,12.1,4.1,8.8,46.1,3.4,7.7,43.8,0.6,0.7,90.9,0.1,3.1,3.3,1.1,0.7,0.5,0.3,2.9,19.4,1,0,3.5,112.6,106.3,6.4,5.8,1.59,10.5,0.6,10.6,5.8,6.6,65.2,66.5,15,99.28,7.6,"2,756"
Dwayne Bacon,2019,CHA,0,24,36,9,27,17.9,6.2,2.4,6.6,35.9,0.5,1.8,28.8,0.9,1.4,64.7,0.4,2.1,2.4,1.4,0.9,0.6,0.1,1.4,12.2,0,0,-3.7,101.1,110,-8.9,12.5,1.48,14.4,1.9,11.6,6.5,9.7,39.9,42.8,19.3,99.04,5,"1,323"
Dwight Howard,2019,LAL,0,34,46,36,10,20.1,7.6,3.1,4.3,72.4,0.1,0.1,60,1.3,2.8,46.9,2.6,5.1,7.7,0.7,1.2,0.5,1.4,3.3,22.4,5,0,2.7,112.6,105.9,6.7,4.8,0.57,9.4,12.6,25.1,18.7,16.4,73.1,68.7,14.1,99,11.5,"1,902"
Dwight Powell,2019,DAL,0,28,40,25,15,26.5,9.4,3.7,5.7,63.8,0.3,1,25.6,1.9,2.8,66.7,1.9,3.8,5.7,1.5,0.9,0.9,0.6,2.6,21.7,1,0,4.9,116.3,107.4,8.9,7.6,1.64,15.8,7.1,13.2,10.2,9.7,65.9,67.7,12.6,99.41,9.4,"2,196"
Dzanan Musa,2019,BKN,0,21,33,15,18,11.9,4.2,1.4,4.1,33.6,0.4,1.9,21.9,1,1.3,75,0.5,1.5,2,0.9,0.8,0.4,0,0.7,8.3,0,0,-1.5,99.2,105.5,-6.3,12,1.11,14.5,4.1,10.6,7.4,13.1,38.8,44.7,18.7,104.92,5.9,859
E'Twaun Moore,2019,NOP,0,31,35,17,18,20.6,9.9,3.9,9.2,42.7,1.5,3.7,39.5,0.7,1,63.9,0.7,2.1,2.8,1.7,0.8,0.6,0.1,1.6,17.3,0,0,0,109,109.1,-0.1,12,2.19,14,2.9,10,6.3,6.4,50.6,51.7,20.5,102.61,8.1,"1,540"
Ed Davis,2019,UTA,0,31,24,15,9,10.6,1.2,0.5,1.3,37.5,0,0,0,0.2,0.5,45.5,1.1,2.7,3.8,0.3,0.5,0.4,0.4,2.3,8.1,0,0,-3.4,94.5,107.6,-13.2,4.8,0.62,13.8,9.7,24.8,17.2,22.4,37.5,39.4,8.5,99.98,4.3,525
Edmond Sumner,2019,IND,0,24,19,8,11,13.7,4.5,1.8,4.2,43.8,0.4,1.4,30.8,0.4,0.7,61.5,0.4,1,1.4,1.5,0.7,0.6,0.3,1.4,10.5,0,0,-1.1,106,109.5,-3.4,14.5,2,21.9,3.1,6.9,5,10.9,48.8,50.2,16.7,101.14,5.6,547
Elfrid Payton,2019,NYK,0,26,31,10,21,26.6,8.9,4,9.4,42.3,0.4,1.7,23.1,0.6,1.2,50,1.1,3.3,4.4,6.5,2,1.4,0.5,2,27.6,3,0,-2.7,107.6,111.9,-4.3,32.7,3.28,35.2,3.6,12,7.6,10.7,44.3,45,18.2,100.83,10.2,"1,729"
Elie Okobo,2019,PHX,0,22,38,17,21,12.2,4.3,1.4,3.5,39.1,0.5,1.4,35.2,1.1,1.6,67.8,0.3,1.2,1.5,2,0.4,0.4,0.1,0.9,10.4,0,0,-0.1,109.4,108.8,0.6,22.4,4.53,30.3,2.8,9.9,6.3,6.7,46.2,51.3,16.1,101.31,8.5,972
Emmanuel Mudiay,2019,UTA,0,24,42,29,13,16.5,7.4,2.9,6.2,47.3,0.6,1.6,35.3,1,1.3,72.7,0.4,2.1,2.5,2.4,1.4,0.4,0.2,1.4,14.3,0,0,0.3,105.5,104.6,1,22.3,1.68,22.6,2.2,11.4,7.1,13.4,51.9,54.5,20.9,102.64,9.8,"1,483"
Enes Kanter,2019,BOS,0,28,36,22,14,18.5,9.5,4.1,6.8,60.2,0,0.1,20,1.3,1.8,68.2,3,5.2,8.2,1.1,1.1,0.4,0.9,1.9,23.8,7,0,4.4,112.8,101.7,11,8.6,0.97,10.8,15.2,25.8,20.5,11.1,60.4,62.2,19.1,100.66,16.6,"1,402"
Eric Bledsoe,2019,MIL,0,30,39,35,4,26.3,15.5,5.6,11.7,48.2,1.3,3.6,35.3,2.9,3.5,84.4,0.7,3.8,4.5,5.2,2.2,0.9,0.5,2.2,30.7,1,0,8.6,114.3,99.4,14.8,27.2,2.35,25.2,2.7,12,7.7,10.7,53.6,58.5,23.9,107.67,13.4,"2,299"
Eric Gordon,2019,HOU,0,31,23,13,10,30,15.9,5.1,13.6,37.8,3.2,9.1,34.8,2.5,3.4,72.2,0.3,1.9,2.1,1.4,1.2,0.5,0.3,2,21.9,0,0,0,111.3,110.9,0.4,6.9,1.14,8,0.8,5.5,3.2,7,49.5,52.8,21.2,107.93,5.9,"1,547"
Eric Paschall,2019,GSW,0,23,44,9,35,26.9,13.4,5.1,10.5,48.8,0.6,2.1,28.6,2.5,3.3,78.3,1.4,3.3,4.7,1.7,1.5,0.6,0.2,2.1,22.5,3,0,-5.8,102.7,113.2,-10.5,10.7,1.17,11.5,4.8,11.9,8.2,9.8,51.6,56.1,20.5,101.92,9.4,"2,514"
Ersan Ilyasova,2019,MIL,0,33,43,37,6,16.7,7.8,2.8,5.7,49.2,0.9,2.5,36.8,1.3,1.6,82.4,1.1,4.2,5.3,1,0.6,0.4,0.3,1.5,17.3,4,0,2.6,111.4,103.4,8,7.8,1.68,12.3,6.4,21.5,14.2,7.3,57.2,61.1,16.9,107.17,12.2,"1,597"
Evan Fournier,2019,ORL,0,27,47,20,27,31.4,18.8,6.7,14.4,46.4,2.6,6.4,39.6,2.9,3.5,81.7,0.2,2.4,2.7,3.4,2,1,0.2,2.5,28.7,0,0,-1.7,105.4,108.1,-2.7,17.7,1.68,15.9,0.6,7.8,4.1,9.5,55.3,58.9,24.2,99.62,10.2,"3,066"
Evan Turner,2019,MIN,0,31,18,3,15,12.8,3.3,1.3,3.5,38.1,0,0.3,0,0.7,0.8,85.7,0.4,1.6,2,2,1.4,0.4,0.4,1,10,0,0,-3.8,90.1,103.3,-13.2,24.7,1.44,27.9,2.7,11.1,6.9,19.4,38.1,43.4,16.1,107.16,6.8,514
Frank Jackson,2019,NOP,0,22,39,16,23,13.3,5.9,2.1,5.3,40,0.7,2.4,30.1,1,1.3,76,0.3,0.9,1.3,0.8,0.8,0.4,0.1,1.4,9,0,0,-1.9,108.9,116.2,-7.3,8.1,0.91,10.3,2.3,6.3,4.3,11.4,46.8,50.7,19.7,107.71,4.4,"1,172"
Frank Kaminsky,2019,PHX,0,27,32,12,20,22.4,11,4,8.7,45.5,1.2,3.5,34.8,1.8,2.8,67,0.9,4,4.9,2.2,1,0.4,0.3,2.2,21.4,1,0,-1,106.6,108.9,-2.3,15.1,2.15,16.9,3.9,17.7,10.6,7.8,52.5,55.4,20.2,104.38,10.2,"1,563"
Frank Mason,2019,MIL,0,26,4,4,0,4.4,1.3,0.3,1.8,14.3,0.3,1,25,0.5,1,50,0.3,0.3,0.5,1.3,0.3,0.3,0,0.5,4.2,0,0,4.3,123.1,79.5,43.6,27.8,5,33.3,4.5,4.3,4.4,6.7,21.4,28.5,22.2,105.65,2,39
Frank Ntilikina,2019,NYK,0,21,44,12,32,21,5.9,2.2,5.8,37.8,0.8,2.4,31.7,0.8,0.9,87.5,0.4,1.8,2.2,3,1.3,1,0.4,2.6,15.6,0,0,-2.4,103.7,108.7,-4.9,20.7,2.28,28.6,1.7,8.4,4.9,12.6,44.3,47.9,15.1,99.31,5.8,"1,903"
Fred VanVleet,2019,TOR,0,26,38,27,11,36,18,6,14.8,40.2,2.8,7,39.6,3.3,3.9,83.3,0.4,3.4,3.8,6.9,2.3,1.9,0.3,2.3,37.5,6,0,2.9,108.5,104.9,3.6,29.1,3.03,26.7,1.1,8.6,5,8.8,49.6,54.3,22.5,100.8,11.6,"2,874"
Furkan Korkmaz,2019,PHI,0,22,48,30,18,20.8,8.7,3.2,7.5,42.2,1.8,4.6,38.6,0.6,0.9,69,0.2,1.9,2.1,0.9,0.7,0.5,0.3,1.4,14.1,0,0,1.9,106.8,102.6,4.2,5.9,1.24,9.1,1,8.6,4.8,7.3,54.2,55.4,17.1,102.4,6.9,"2,129"
Gabe Vincent,2019,MIA,0,24,1,1,0,1.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,66.7,-66.7,0,0,0,0,0,0,0,0,0,25,120,50,3
Garrett Temple,2019,BKN,0,34,41,19,22,28.6,10.1,3.5,9.5,36.8,2,6.3,32.3,1.1,1.4,75.9,0.6,2.9,3.4,2.5,1.2,0.8,0.4,1.7,20.6,0,0,-1.5,103.3,105.9,-2.6,12.9,2.06,18.2,1.8,8.8,5.4,8.8,47.6,49.9,16.3,103.27,7.1,"2,520"
